gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	taxonomicIssue	nonTaxonomicIssue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	isInvasive	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
5100701819				CC_BY_4_0	2024-10-16T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				696439be-a9bf-4ec5-a2cd-17603877c698-Pacifastacus leniusculus														introduced				PRESENT																			696439be-a9bf-4ec5-a2cd-17603877c698				2024-10-14		288	288	2024	10	14			complete propspection of the site by the officers									EUROPE				BE													50.420553	5.672261							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:28.939Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:28.939Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.3_1	Liège	BEL.3.3.2_1	Liège	LC
5100701772				CC_BY_4_0	2024-09-11T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				9bfc1fa9-2eec-4011-bdd7-12330e385f97-Pacifastacus leniusculus														introduced				PRESENT																			9bfc1fa9-2eec-4011-bdd7-12330e385f97				2024-09-09		253	253	2024	9	9			complete propspection of the site by the officers									EUROPE				BE													50.149626	5.326802							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:26.663Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:26.663Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.4_1	Luxembourg	BEL.3.4.3_1	Marche-en-Famenne	LC
5100701695				CC_BY_4_0	2023-10-24T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				181713c6-5236-4111-a99c-2819474eb7b7-Faxonius limosus			CR-Vesdre											introduced				PRESENT																			181713c6-5236-4111-a99c-2819474eb7b7				2023-07-19		200	200	2023	7	19			complete propspection of the site by the officers									EUROPE				BE	Li├â┬¿ge		Jalhay										50.559651	5.988597							EPSG:4326																													CR-Vesdre														Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:26.684Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-25T07:35:26.684Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.3_1	Liège	BEL.3.3.3_1	Verviers	LC
5100701679				CC_BY_4_0	2024-11-12T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				9bfe6019-2f11-4571-a959-dc5c444f5aca-Faxonius limosus														introduced				PRESENT																			9bfe6019-2f11-4571-a959-dc5c444f5aca				2024-09-17		261	261	2024	9	17			complete propspection of the site by the officers									EUROPE				BE													50.250285	5.155143							EPSG:4326																																											Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:28.876Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-25T07:35:28.876Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.5_1	Namur	BEL.3.5.1_1	Dinant	LC
5100701423				CC_BY_4_0	2024-08-08T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				1139e306-ec35-4ef2-ad38-0d4681a591e9-Faxonius limosus														introduced				PRESENT																			1139e306-ec35-4ef2-ad38-0d4681a591e9				2024-08-07		220	220	2024	8	7			complete propspection of the site by the officers									EUROPE				BE													50.616746	3.794014							EPSG:4326																																											Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:28.777Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-25T07:35:28.777Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.2_1	Hainaut	BEL.3.2.1_1	Ath	LC
5100701408				CC_BY_4_0	2024-11-12T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				be0cfa0c-924c-441f-8621-a38b91766b31-Pacifastacus leniusculus														introduced				PRESENT																			be0cfa0c-924c-441f-8621-a38b91766b31				2024-09-17		261	261	2024	9	17			complete propspection of the site by the officers									EUROPE				BE													50.251299	5.156347							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:26.291Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:26.291Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.5_1	Namur	BEL.3.5.1_1	Dinant	LC
5100701393				CC_BY_4_0	2024-10-02T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				11599d5d-09e1-4ad5-a121-be866ea91060-Pacifastacus leniusculus														introduced				PRESENT																			11599d5d-09e1-4ad5-a121-be866ea91060				2024-10-02		276	276	2024	10	2			complete propspection of the site by the officers									EUROPE				BE													50.36797	6.185786							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:26.394Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:26.394Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.3_1	Liège	BEL.3.3.3_1	Verviers	LC
5100701385				CC_BY_4_0	2024-11-06T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				ac5f14df-b76c-45f8-9ee2-e680de3b6c4c-Pacifastacus leniusculus														introduced				PRESENT																			ac5f14df-b76c-45f8-9ee2-e680de3b6c4c				2024-11-04		309	309	2024	11	4			complete propspection of the site by the officers									EUROPE				BE													50.023401	5.75847							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:28.762Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:28.762Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.4_1	Luxembourg	BEL.3.4.2_1	Bastogne	LC
5100701338				CC_BY_4_0	2024-11-12T00:00:00Z			Contrat de Rivière Senne	Occurrence				CR SENNE				HUMAN_OBSERVATION				cc8bcf74-5fd3-4f0e-a859-d9edeae57c4d-Pacifastacus leniusculus														introduced				PRESENT																			cc8bcf74-5fd3-4f0e-a859-d9edeae57c4d				2024-09-30		274	274	2024	9	30			complete propspection of the site by the officers									EUROPE				BE													50.21863	5.195016							EPSG:4326																																											Pacifastacus leniusculus (Dana, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Astacidae				Pacifastacus	Pacifastacus			leniusculus			SPECIES				ACCEPTED			1785da58-e713-45dd-a3f6-f5c2a89fb3a0	BE	2025-11-25T07:35:28.740Z						CONTINENT_DERIVED_FROM_COORDINATES;INDIVIDUAL_COUNT_INVALID				true	false	2226990	2226990	1	54	229	637	8022	2226987		2226990	Pacifastacus leniusculus	Pacifastacus leniusculus (Dana, 1852)	Pacifastacus leniusculus		EML	2025-11-25T07:35:28.740Z	2025-11-22T03:19:55.842Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.3_1	Wallonie	BEL.3.5_1	Namur	BEL.3.5.1_1	Dinant	LC
5086026606	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541029	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541029					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24708	4.18953	5.0																																							approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus (Girard, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Procambarus	Procambarus			acutus			SPECIES		Gestreepte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:16:42.456Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	2227289	2227289	1	54	229	637	4479	2227127		2227289	Procambarus acutus	Procambarus acutus (Girard, 1852)	Procambarus acutus		EML	2025-11-19T11:16:42.456Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086025627	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541035	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541035					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24666	4.18907	5.0																																							approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:16:45.043Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:16:45.043Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086025626	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541026	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541026					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24707	4.18949	5.0																																							approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:41.317Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:17:41.317Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086024634	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541048	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541048					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.2466	4.18911	3.0																																							approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:10.874Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:17:10.874Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086024633	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541043	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541043					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24684	4.18938	3.0																																							approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:09.349Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:17:09.349Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086024632	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541039	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541039					1			Male	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24717	4.18953	4.0																																							approved on photographic evidence		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:16:58.471Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:16:58.471Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086023998	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341879532	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341879532					8				Adult									PRESENT																							2025-03-22		81	81	2025	3	22			catch by net									EUROPE				BE	Antwerp		Antwerpen										51.21459	4.47416	4.0																																							unverified		https://waarnemingen.be/species/8887								Faxonius limosus (Rafinesque, 1817)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Faxonius	Faxonius			limosus			SPECIES		Gevlekte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:49.703Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	8909595	8909595	1	54	229	637	4479	4646327		8909595	Faxonius limosus	Faxonius limosus (Rafinesque, 1817)	Faxonius limosus		EML	2025-11-19T11:17:49.703Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.1_1	Antwerpen	BEL.2.1.1_1	Antwerpen	LC
5086023614	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541081	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541081					1			Female	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24557	4.18628	3.0																																							unverified		https://waarnemingen.be/species/561247								Procambarus acutus (Girard, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Procambarus	Procambarus			acutus			SPECIES		Gestreepte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:51.700Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	2227289	2227289	1	54	229	637	4479	2227127		2227289	Procambarus acutus	Procambarus acutus (Girard, 1852)	Procambarus acutus		EML	2025-11-19T11:17:51.700Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086023613	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541077	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541077					1			Female	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24559	4.1863	3.0																																							approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus (Girard, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Procambarus	Procambarus			acutus			SPECIES		Gestreepte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:28.311Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	2227289	2227289	1	54	229	637	4479	2227127		2227289	Procambarus acutus	Procambarus acutus (Girard, 1852)	Procambarus acutus		EML	2025-11-19T11:17:28.311Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
5086022616	http://www.natuurpunt.be/normen-voor-datagebruik		en	CC_BY_NC_4_0			https://waarnemingen.be/observation/341541087	Natuurpunt Studie	Event			https://doi.org/10.15468/k2aiak	Natuurpunt	waarnemingen.be	Waarnemingen.be - Non-native animal occurrences in Flanders and the Brussels Capital Region, Belgium		HUMAN_OBSERVATION	see metadata			Natuurpunt:Waarnemingen:341541087					1			Female	Adult									PRESENT																							2025-03-20		79	79	2025	3	20			unspecified trap									EUROPE				BE	East Flanders		Beveren										51.24558	4.18626	3.0																																							approved on photographic evidence		https://waarnemingen.be/species/561247								Procambarus acutus (Girard, 1852)								Animalia	Arthropoda	Malacostraca	Decapoda		Cambaridae				Procambarus	Procambarus			acutus			SPECIES		Gestreepte Amerikaanse rivierkreeft	ICZN	ACCEPTED			9a0b66df-7535-4f28-9f4e-5bc11b8b096c	BE	2025-11-19T11:17:27.666Z						TAXON_ID_NOT_FOUND;OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT				true	false	2227289	2227289	1	54	229	637	4479	2227127		2227289	Procambarus acutus	Procambarus acutus (Girard, 1852)	Procambarus acutus		EML	2025-11-19T11:17:27.666Z	2025-11-19T11:04:28.246Z		false			false	EUROPE	EUROPE	BEL	Belgium	BEL.2_1	Vlaanderen	BEL.2.3_1	Oost-Vlaanderen	BEL.2.3.6_1	Sint-Niklaas	LC
